gas,temp,heart,ax,ay,az,gx,gy,gz,label,acc_mag,gyro_mag,acc_var,gyro_var,fall_flag,gas_current,gas_moving_avg,gas_rate,gas_variance
260.4456481885805,29.60794119627306,81.83521553071004,-3.9751378292017856,-0.4393437756750238,0.7142251430234928,44.336821342245486,-15.548106548209422,-24.254808086795627,2,4.0626175391368555,52.87525942533004,5.930977125906075,129.20998437364412,0,260.4456481885805,277.61870979650183,-109.97829955846242,13468.024029239303
189.7891547698556,36.01158665219844,103.16373305864056,0.5142337401125587,0.6290257917263434,2.743724267099553,5.26659881864498,-9.278656393337329,20.19376508321925,2,2.861491331456044,22.838972739999,3.7267548703755278,164.36857717612827,0,189.7891547698556,297.4530059240353,-70.65649341872489,6162.43574980915
202.9470216241411,20.29188041494305,85.92240554129152,0.5221105443597787,0.0102269132849217,-0.4691742667502938,-42.46112226151243,-12.619359682960772,-10.281435495803084,2,0.7020174519680245,45.47420211910707,5.93708624748186,160.75184769886485,0,202.9470216241411,262.6714768196096,13.157866854285487,5306.931607166969
153.7267276934057,33.71951064075804,39.5537013360853,-1.8861136169345247,2.807917477318587,-0.0371016090232804,-50.2051386597067,-32.17595503306973,-29.777585382095715,2,3.3827801679697025,66.65247648301226,5.919487562553711,308.24960573757215,0,153.7267276934057,235.46650000460517,-49.22029393073538,7165.699316117138
257.2276251929232,51.70593689988229,76.15278070437755,0.6030946846672249,-0.0694235394104866,-2.337356075239064,34.284684435450615,22.557990980603225,23.730958411291407,2,2.4149070890937194,47.40739321074139,1.6052615304577476,251.74386022929238,0,257.2276251929232,212.82723549378125,103.50089749951749,2090.0374112055324
140.87350542463133,43.24164244702551,107.84651506983806,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.107385198735563,656.8874526620748,0,140.87350542463133,188.9128069409914,-116.35411976829187,2102.6190557703885
63.92038827206409,32.548503798448216,58.7539257254779,0.9471848612703632,-1.8388484684676063,3.099868810035079,-23.497598770087112,-9.661845486170268,24.40551652109009,1,3.7266217262869215,35.22949961069316,2.6849913587818404,603.1161257035069,0,63.92038827206409,163.73905364143306,-76.95311715256724,5216.055921584426
102.29628202792536,42.91109219533684,130.78325432538665,-0.6489819156577865,-0.4117334341910099,-2.880082895367596,35.721817683409206,38.98190442793462,-26.0143846814866,2,2.9808689055157336,58.926949198068286,2.193093007507875,683.1773697049347,0,102.29628202792536,143.60890572218995,38.37589375586127,5269.014710075321
280.0591420415052,34.77158567597581,66.39950556843019,0.4645073943220071,0.5861449465973625,-1.4287028360527356,55.9732353343427,14.214987627353626,-35.739104916079455,2,1.612614278600613,67.9143031123935,2.039373364334273,699.2744563278736,0,280.0591420415052,168.87538859180987,177.76286001357983,9100.094931863263
328.7864330360596,25.99056460268857,57.3914389375894,1.5399547198615868,2.536779044807804,0.8489724881129014,28.216067548860288,-26.02923269938124,4.375855572849283,2,3.0866588322930317,38.636971087739525,2.2196061662213133,690.4882679013524,0,328.7864330360596,183.1871501604371,48.72729099455438,13285.41788857464
143.2582684449372,25.473517720276494,78.45796581171791,0.6823039496332878,0.5533815986600381,1.6543664980720476,0.3900567563372106,43.6060223147195,-7.939704997138683,2,1.8731519915276214,44.324668547283785,0.784685620742428,193.79318654173684,0,143.2582684449372,183.6641027644983,-185.5281645911224,13236.10129989709
576.4202999907543,24.29587499147099,99.54360001626146,0.0839601289400458,-0.2745436341956321,-0.2482647777633192,22.21022453843216,-13.573866970340076,23.31149384710824,2,0.3795509322961076,34.942376621515436,1.2335106406543925,195.78751811708852,0,576.4202999907543,286.1640851082363,433.1620315458171,35083.01164910984
196.4182057519575,38.85119035458778,84.28187488260409,-2.491477557423976,0.346361851702364,0.7706347594576736,-26.51572308603399,4.611753178365837,1.746261553379997,2,2.6308372971254643,26.970377594060793,1.0839968663618358,240.60234609694942,0,196.4182057519575,304.9884698530427,-380.0020942387968,28201.803285797145
